Problema,Solución,y
"Write a Python function that returns the square of all numbers 1 through N using a loop ""while.""","def calculate_squares(n):
    squares = []
    num = 1
    while num <= n:
        squares.append(num)
        num += 1
    return squares",2
"Write a Python function that returns the square of all numbers 1 through N using a loop ""while.""","def calculate_squares(n):
    squares = []
    num = 1
    while num <= n:
        squares.append(n)
        num += 1
    return squares",2
"Write a Python function that returns the square of all numbers 1 through N using a loop ""while.""","def calculate_squares(n):
    squares = []
    num = 1
    while num <= n:
        squares.append(n * n)
        num *= 2
    return squares",2
"Write a Python function that returns the square of all numbers 1 through N using a loop ""while.""","def calculate_squares(n):
    squares = []
    num = 1
    while num <= n:
        squares.append(num * num)
        num = num ** 2
    return squares",2
"Write a Python function that returns the square of all numbers 1 through N using a loop ""while.""","def calculate_squares(n):
    squares = []
    num = 1
    while num <= n:
        squares.append(n * n)
        num += 2
    return squares",2
"Write a Python function that returns the square of all numbers 1 through N using a loop ""while.""","def calculate_squares(n):
    squares = []
    num = 1
    while num <= n:
        squares.append(num * num)
        num -= 2
    return squares",2
"Write a Python function that returns the square of all numbers 1 through N using a loop ""while.""","def calculate_squares(n):
    squares = []
    num = n
    while num >= 1:
        squares.append(num * num)
        num += 1
    return squares",4
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while num <= n:
        cubes.append(num ** 2)  # Incorrect: calculates the square instead of the cube
        num += 1
    return cubes",2
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while num < n:  # Incorrect: doesn't include the cube of N
        cubes.append(num ** 3)
        num += 1
    return cubes",1
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while num <= n:
        if num % 2 == 0:
            cubes.append(num ** 3)  # Incorrect: only calculates the cube of even numbers
        num += 1
    return cubes",2
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 0
    while num < n:
        cubes.append(num ** 3)  # Incorrect: starts with 0 instead of 1
        num += 1
    return cubes",3
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while num <= n:
        cubes.append(num ** 2 + num)  # Incorrect: calculates a different expression instead of the cube
        num += 1
    return cubes",2
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while num <= n:
        cubes.append((num + 1) ** 3)  # Incorrect: calculates the cube of num + 1 instead of num
        num += 1
    return cubes",2
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while num <= n:
        cubes.append(num * num)  # Incorrect: calculates the square instead of the cube
        num += 1
    return cubes",2
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while len(cubes) < n:
        cubes.append(num ** 3)
        num -= 1  # Incorrect: decrements num instead of incrementing it
    return cubes",5
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while num < n:
        cubes.append(num ** 3)
    return cubes  # Incorrect: missing the increment of num, causing an infinite loop",5
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while True:
        cubes.append(num ** 3)
        if num == n:
            break  # Incorrect: breaks the loop when num equals n, instead of when it exceeds n
    return cubes",2
"Write a Python function that returns the square root of all numbers 1 through N using a loop ""while"".","def calculate_square_roots(n):
    roots = []
    num = 1
    while num <= n:
        roots.append(num ** (1/3))
        num += 1
    return roots",2
"Write a Python function that returns the square root of all numbers 1 through N using a loop ""while"".","def calculate_square_roots(n):
    roots = []
    num = 1
    while num <= n:
        roots.append(num * 0.5)
        num += 1
    return roots",2
